customerid, firstname, lastname, address1, address2, city, state, zip, country, region, email, phone, creditcardtype, creditcard, creditcardexpiration, username, "password", age, income, gender
4293, KGLVWM, ALTQUPEPLZ, 2666273320 Dell Way, \N, CVDXXKK, DC, 51160, US, 1, ALTQUPEPLZ@dell.com, 2666273320, 2, 1716077525634318, 2008/06, user4293, password, 87, 60000, M
4294, KGNXHZ, QXTGBJSBMN, 1951034513 Dell Way, \N, EJLOUOA, WY, 96028, US, 1, QXTGBJSBMN@dell.com, 1951034513, 1, 4449578067287803, 2008/06, user4294, password, 21, 60000, M
4295, OJYNZW, HFXRYYELDO, 8201375355 Dell Way, \N, XSILSIK, TN, 39717, US, 1, HFXRYYELDO@dell.com, 8201375355, 5, 7732481763698161, 2012/05, user4295, password, 48, 60000, M
4296, JYRFGX, CXVBCHFQEX, 4385452296 Dell Way, \N, ZQQHBLQ, UT, 40515, US, 1, CXVBCHFQEX@dell.com, 4385452296, 4, 7110933816526086, 2011/02, user4296, password, 45, 20000, F
4297, BJIYMG, UOICTYHQXY, 7643980328 Dell Way, \N, GFASWWB, HI, 61841, US, 1, UOICTYHQXY@dell.com, 7643980328, 1, 7289413100574166, 2008/03, user4297, password, 74, 20000, M
4298, CDBIYP, QAIPIZNGGS, 4614236049 Dell Way, \N, GZODAUS, PA, 82971, US, 1, QAIPIZNGGS@dell.com, 4614236049, 5, 9904365452006460, 2008/01, user4298, password, 57, 40000, F
4299, POBEFC, NULMHRTAYS, 2468885770 Dell Way, \N, OBSJUME, DE, 42379, US, 1, NULMHRTAYS@dell.com, 2468885770, 2, 4517230079974979, 2011/08, user4299, password, 57, 40000, F
4300, QMJSZD, DMLVFLUXZW, 8850900213 Dell Way, \N, QJQDNUM, OH, 23137, US, 1, DMLVFLUXZW@dell.com, 8850900213, 3, 7711472519207747, 2010/09, user4300, password, 84, 20000, F
4301, HTDLXP, WTVHNSHJJQ, 7203216885 Dell Way, \N, ZMEUYXY, TN, 36514, US, 1, WTVHNSHJJQ@dell.com, 7203216885, 2, 9902383374981584, 2011/04, user4301, password, 28, 100000, F
4302, HIYXER, SMFKTPTKPF, 7975395197 Dell Way, \N, PJEMIAU, AK, 31934, US, 1, SMFKTPTKPF@dell.com, 7975395197, 4, 5657943457830698, 2012/07, user4302, password, 58, 40000, M
4303, MCAEUM, KEGZYQOEGY, 2086094918 Dell Way, \N, JTGJNGP, IN, 89081, US, 1, KEGZYQOEGY@dell.com, 2086094918, 2, 4426346327643842, 2011/06, user4303, password, 32, 20000, M
4304, FIHRTM, XSLOGPUEZN, 9681054347 Dell Way, \N, LIBSYJP, AR, 62139, US, 1, XSLOGPUEZN@dell.com, 9681054347, 4, 1046128555200994, 2008/11, user4304, password, 55, 40000, F
4305, VBYHYR, TNXJHCIVOQ, 8506342771 Dell Way, \N, XGOGVQV, SD, 40400, US, 1, TNXJHCIVOQ@dell.com, 8506342771, 5, 2996055193711072, 2009/05, user4305, password, 50, 20000, F
4306, KMIBFV, ZODCWZRNWX, 3405685109 Dell Way, \N, CCTSYOB, RI, 57574, US, 1, ZODCWZRNWX@dell.com, 3405685109, 1, 8825929878745229, 2011/04, user4306, password, 36, 20000, M
4307, PFZLFO, OHLNYYJWBM, 6172315776 Dell Way, \N, QTLEUFS, AZ, 38608, US, 1, OHLNYYJWBM@dell.com, 6172315776, 4, 6516391401644797, 2012/11, user4307, password, 45, 60000, F
4308, JVHXKP, JYOHHKIUAC, 4090877773 Dell Way, \N, FFXKXYS, MS, 75577, US, 1, JYOHHKIUAC@dell.com, 4090877773, 2, 6695301641244442, 2011/09, user4308, password, 71, 20000, M
4309, AAZQJX, ERFPAAQCGV, 3712569592 Dell Way, \N, ZQTYJGR, OK, 61152, US, 1, ERFPAAQCGV@dell.com, 3712569592, 3, 3771735686808825, 2008/07, user4309, password, 83, 20000, M
4310, WSXUWP, AMPACSGYRX, 8301448544 Dell Way, \N, RQGYHZN, NH, 48582, US, 1, AMPACSGYRX@dell.com, 8301448544, 4, 9721274662762880, 2011/09, user4310, password, 56, 60000, F
4311, LJHAJT, QKVIQTANLQ, 2607594047 Dell Way, \N, UKYUXNF, OH, 25553, US, 1, QKVIQTANLQ@dell.com, 2607594047, 3, 8898197428323329, 2011/12, user4311, password, 38, 20000, F
4312, OESHUC, DDTXDHIUBS, 3812735732 Dell Way, \N, SWPGBHL, IA, 73797, US, 1, DDTXDHIUBS@dell.com, 3812735732, 5, 7212217712774873, 2010/02, user4312, password, 20, 20000, F
4313, TLBWOF, QLJXUDZMWV, 8283447326 Dell Way, \N, CDXKODD, UT, 17136, US, 1, QLJXUDZMWV@dell.com, 8283447326, 3, 2558879394084215, 2012/08, user4313, password, 50, 80000, F
4314, NMPSCB, CZVFYICUKF, 1461300966 Dell Way, \N, RVTUYQW, PA, 18346, US, 1, CZVFYICUKF@dell.com, 1461300966, 4, 7288274607621134, 2010/03, user4314, password, 71, 20000, M
4315, ITUJVT, FBSNDMYIET, 5537120666 Dell Way, \N, CYSSVLU, VA, 14585, US, 1, FBSNDMYIET@dell.com, 5537120666, 2, 3336517623160034, 2009/05, user4315, password, 86, 60000, F
4316, SYZMEA, ERDRPLVIOU, 8091390314 Dell Way, \N, AGQMBNN, ND, 89609, US, 1, ERDRPLVIOU@dell.com, 8091390314, 5, 3547871293034405, 2011/05, user4316, password, 49, 60000, F
4317, KYNKCE, OUTAQCOKCV, 7383910748 Dell Way, \N, APWODLL, VT, 32863, US, 1, OUTAQCOKCV@dell.com, 7383910748, 4, 6803389006759972, 2008/02, user4317, password, 90, 60000, F
4318, NYDRNX, KNONCZQXAF, 2279804640 Dell Way, \N, UOIGZGM, NY, 88753, US, 1, KNONCZQXAF@dell.com, 2279804640, 5, 9663367593195290, 2008/05, user4318, password, 89, 80000, F
4319, CHVASJ, OFMOVKOBFC, 5080304990 Dell Way, \N, JLBQYTM, CA, 60020, US, 1, OFMOVKOBFC@dell.com, 5080304990, 2, 9238100160378964, 2010/11, user4319, password, 35, 60000, F
4320, BOWLDC, YRYIFZNHJZ, 6107544741 Dell Way, \N, JZXCMZQ, WA, 27692, US, 1, YRYIFZNHJZ@dell.com, 6107544741, 2, 1453494296409189, 2012/11, user4320, password, 33, 100000, F
4321, CIPEGG, DPMDDUNCDN, 2900645331 Dell Way, \N, ZGZZXYE, MN, 36229, US, 1, DPMDDUNCDN@dell.com, 2900645331, 2, 2711510707624256, 2010/02, user4321, password, 65, 60000, F
4322, GSSMVI, ZZLTMNXZND, 4472708482 Dell Way, \N, ZMAXQLF, TX, 74117, US, 1, ZZLTMNXZND@dell.com, 4472708482, 2, 8620313252788038, 2008/10, user4322, password, 40, 40000, F
4323, BTHJTH, UMTIJTVMSH, 5632064076 Dell Way, \N, MQYYVUR, HI, 13913, US, 1, UMTIJTVMSH@dell.com, 5632064076, 2, 8313693427946419, 2012/07, user4323, password, 38, 100000, F
4324, PGAWBN, QJXJFJCNWT, 1743897598 Dell Way, \N, LVOFNUH, AK, 12883, US, 1, QJXJFJCNWT@dell.com, 1743897598, 5, 5942338301800192, 2009/09, user4324, password, 78, 100000, M
4325, WVZJLJ, GUOQXBNQNI, 6194382142 Dell Way, \N, FTVZAWA, CA, 73157, US, 1, GUOQXBNQNI@dell.com, 6194382142, 3, 4738244802691043, 2010/05, user4325, password, 44, 40000, F
4326, JQQSWL, GMJIAZVIFO, 2440036776 Dell Way, \N, EFOBFRT, SD, 19664, US, 1, GMJIAZVIFO@dell.com, 2440036776, 2, 5545515653677285, 2010/06, user4326, password, 69, 100000, F
4327, JOZUVM, DEMDZVIOAN, 4514154089 Dell Way, \N, DBTUUOX, WI, 79914, US, 1, DEMDZVIOAN@dell.com, 4514154089, 3, 3276362849865109, 2008/05, user4327, password, 43, 60000, M
4328, IGTUJX, HMXCVLCJPD, 7321782279 Dell Way, \N, CJYRGXL, NM, 43369, US, 1, HMXCVLCJPD@dell.com, 7321782279, 4, 7479622728191317, 2008/03, user4328, password, 65, 40000, F
4329, KEUILH, FOCRQLGUOQ, 7533765811 Dell Way, \N, TGWQRMA, MA, 30197, US, 1, FOCRQLGUOQ@dell.com, 7533765811, 3, 4649216753430665, 2009/10, user4329, password, 77, 80000, F
4330, PCMXIA, ZARLHMAXFG, 8972056835 Dell Way, \N, TVYGVIM, NE, 78840, US, 1, ZARLHMAXFG@dell.com, 8972056835, 5, 6331041827797890, 2011/09, user4330, password, 61, 40000, M
4331, BFEBEE, TQMFQJKWDG, 5372526532 Dell Way, \N, VKCDWRX, PA, 63679, US, 1, TQMFQJKWDG@dell.com, 5372526532, 3, 3849969131406397, 2008/10, user4331, password, 28, 20000, M
4332, HFEMZU, YEKHOHLVCV, 5160617331 Dell Way, \N, XGRODLD, NJ, 91169, US, 1, YEKHOHLVCV@dell.com, 5160617331, 4, 7081338741350920, 2011/11, user4332, password, 65, 100000, F
4333, VJBPIF, AQUIBPLWMR, 6316222094 Dell Way, \N, OAUAEKX, NM, 20514, US, 1, AQUIBPLWMR@dell.com, 6316222094, 2, 9722611169796438, 2009/02, user4333, password, 21, 20000, M
4334, CQVHRL, BZNQKKDBZD, 4289335805 Dell Way, \N, WZIHXYK, MO, 27690, US, 1, BZNQKKDBZD@dell.com, 4289335805, 4, 4017166264820844, 2010/10, user4334, password, 80, 60000, F
4335, RUCDWB, RNLBQNAUKA, 6443886459 Dell Way, \N, CRXBBKH, MI, 21094, US, 1, RNLBQNAUKA@dell.com, 6443886459, 5, 9081701877061280, 2010/05, user4335, password, 41, 20000, F
4336, KHZLYN, XADLAYVBBN, 4305916085 Dell Way, \N, YDOIKAM, WY, 87262, US, 1, XADLAYVBBN@dell.com, 4305916085, 3, 2852445825468749, 2011/08, user4336, password, 43, 20000, M
4337, INVWLV, ZWWYSXZFWC, 8610890128 Dell Way, \N, UFMURMQ, AR, 93303, US, 1, ZWWYSXZFWC@dell.com, 8610890128, 4, 5673450586386025, 2008/10, user4337, password, 47, 60000, F
4338, FKTBKP, YIHVHMRJGX, 8041567992 Dell Way, \N, WBOIRPG, NC, 39814, US, 1, YIHVHMRJGX@dell.com, 8041567992, 4, 2162682832218706, 2008/04, user4338, password, 50, 60000, M
4339, FMAUKJ, CFQPXAWVWY, 5000358917 Dell Way, \N, JFQZMDI, ID, 89144, US, 1, CFQPXAWVWY@dell.com, 5000358917, 3, 2285766361281276, 2012/11, user4339, password, 76, 20000, F
4340, VXSEAY, VPWVMRSKBY, 2787716766 Dell Way, \N, AAKEIRB, SC, 21769, US, 1, VPWVMRSKBY@dell.com, 2787716766, 4, 9875337228178980, 2012/10, user4340, password, 40, 100000, M
4341, AARZVH, VRTMKENIEO, 5960869214 Dell Way, \N, TJXLKRO, NJ, 42252, US, 1, VRTMKENIEO@dell.com, 5960869214, 4, 2125135384500026, 2012/06, user4341, password, 75, 100000, F
4342, LWHSRY, MEIQSRVGKE, 3858992895 Dell Way, \N, DWPVKFF, WV, 84454, US, 1, MEIQSRVGKE@dell.com, 3858992895, 5, 3375283334404230, 2008/09, user4342, password, 69, 60000, M
4343, ZHGYTL, GJDYFKIJNF, 3587037805 Dell Way, \N, ZJPFOOA, VA, 45805, US, 1, GJDYFKIJNF@dell.com, 3587037805, 5, 2009619771037250, 2012/07, user4343, password, 67, 100000, M
4344, YXOJEY, MCDWLNKQMU, 4036128807 Dell Way, \N, GRJVSGF, WY, 29616, US, 1, MCDWLNKQMU@dell.com, 4036128807, 5, 7812102878466249, 2008/12, user4344, password, 59, 100000, M
4345, DIBBUE, ERQRCHEWNW, 4826177148 Dell Way, \N, FJOLPOR, WA, 60191, US, 1, ERQRCHEWNW@dell.com, 4826177148, 5, 5791903193574399, 2012/11, user4345, password, 48, 20000, F
4346, MEARJS, HBUPFRDCWM, 3765280745 Dell Way, \N, QIBFZZU, ME, 95155, US, 1, HBUPFRDCWM@dell.com, 3765280745, 3, 8657206652220339, 2011/07, user4346, password, 23, 40000, M
4347, CWBUEC, PTHGWKDJBM, 3043267679 Dell Way, \N, LGMLAXJ, KY, 38352, US, 1, PTHGWKDJBM@dell.com, 3043267679, 1, 8617741986643524, 2009/04, user4347, password, 57, 60000, F
4348, PFIRUC, ZBZJFIKRUR, 2858393016 Dell Way, \N, DFSBPBJ, SD, 19673, US, 1, ZBZJFIKRUR@dell.com, 2858393016, 1, 4507036432623863, 2011/07, user4348, password, 58, 40000, M
4349, XANAAP, ZKUIULCMPI, 7414482118 Dell Way, \N, EQXFASI, GA, 82450, US, 1, ZKUIULCMPI@dell.com, 7414482118, 5, 3823073452338576, 2009/04, user4349, password, 20, 20000, F
4350, OEJDDT, XMNJPAZXEP, 6367558829 Dell Way, \N, UKQMSVH, MI, 82108, US, 1, XMNJPAZXEP@dell.com, 6367558829, 4, 2005719851702451, 2011/11, user4350, password, 50, 20000, F
4351, UHENFR, BOGBNDGDXQ, 5459196379 Dell Way, \N, TKJPRUJ, IL, 55122, US, 1, BOGBNDGDXQ@dell.com, 5459196379, 5, 4279083325527609, 2012/01, user4351, password, 46, 80000, F
4352, OGOGIC, MKQQQTNHNY, 4023718930 Dell Way, \N, RCPMMXZ, WV, 80897, US, 1, MKQQQTNHNY@dell.com, 4023718930, 5, 8701692467555405, 2011/08, user4352, password, 33, 40000, M
4353, TOGWAQ, NQHGEPTDGV, 3354324310 Dell Way, \N, SSHQRGK, AL, 25276, US, 1, NQHGEPTDGV@dell.com, 3354324310, 4, 8297684399411083, 2010/01, user4353, password, 70, 40000, M
4354, YDQPQH, WWLLQORMHK, 1153331965 Dell Way, \N, UXCAIDF, NE, 89369, US, 1, WWLLQORMHK@dell.com, 1153331965, 1, 9479768219403924, 2011/04, user4354, password, 57, 80000, F
4355, EGBLDY, XOOLGATRUR, 7518431111 Dell Way, \N, UVZXBPU, AR, 67359, US, 1, XOOLGATRUR@dell.com, 7518431111, 4, 9483358942903580, 2009/06, user4355, password, 44, 60000, M
4356, KWWJTL, XFSYZJSQEO, 8243516195 Dell Way, \N, QBPFVRW, ND, 50712, US, 1, XFSYZJSQEO@dell.com, 8243516195, 5, 9345117785502226, 2008/04, user4356, password, 66, 60000, F
4357, NYXZWD, RUDBNTFBKH, 7493361954 Dell Way, \N, RQCINRU, IN, 54888, US, 1, RUDBNTFBKH@dell.com, 7493361954, 3, 7884335454553366, 2009/01, user4357, password, 84, 100000, F
4358, VXWYPQ, BREVWGGDXX, 2750744560 Dell Way, \N, GGKYBSL, RI, 26965, US, 1, BREVWGGDXX@dell.com, 2750744560, 1, 3400511806830764, 2008/02, user4358, password, 39, 100000, F
4359, EWPVYG, ZUDFAHDXOK, 5256580986 Dell Way, \N, IMLAXGF, CA, 45957, US, 1, ZUDFAHDXOK@dell.com, 5256580986, 1, 5447442751377821, 2011/02, user4359, password, 54, 100000, M
4360, CSXISR, MXSTBQHLYT, 1250550642 Dell Way, \N, XYRDETN, NM, 96174, US, 1, MXSTBQHLYT@dell.com, 1250550642, 2, 1663553687278181, 2010/04, user4360, password, 22, 80000, F
4361, ZYTRLR, KESAMEYFBX, 7150208279 Dell Way, \N, XFCQTSP, PA, 21034, US, 1, KESAMEYFBX@dell.com, 7150208279, 2, 4969517709221691, 2011/11, user4361, password, 53, 80000, M
4362, GKHXUL, QUXUTDWRBB, 1382280796 Dell Way, \N, TRUMHOP, WY, 86298, US, 1, QUXUTDWRBB@dell.com, 1382280796, 4, 7732322595547885, 2010/06, user4362, password, 61, 80000, M
4363, WRQIHK, GCEKYWLAPD, 9572196521 Dell Way, \N, UCLJRKF, OR, 22422, US, 1, GCEKYWLAPD@dell.com, 9572196521, 2, 6285921024624259, 2010/01, user4363, password, 49, 60000, M
4364, BTZMAC, QKANWACZVE, 5891593078 Dell Way, \N, KEWVJPY, KS, 86959, US, 1, QKANWACZVE@dell.com, 5891593078, 5, 8927602083422244, 2012/04, user4364, password, 60, 20000, F
4365, ONCQEN, RRJRTJNYTR, 2438025535 Dell Way, \N, VOBLNJH, AZ, 33804, US, 1, RRJRTJNYTR@dell.com, 2438025535, 1, 6245345442555845, 2011/01, user4365, password, 66, 40000, M
4366, UZTHQK, RIEAVDUNYJ, 8035144416 Dell Way, \N, OKWYRYF, TN, 10883, US, 1, RIEAVDUNYJ@dell.com, 8035144416, 3, 1822584847919643, 2010/11, user4366, password, 67, 40000, M
4367, LNMWEU, AFQEZDDIRN, 3430798351 Dell Way, \N, FPEEVZE, NH, 60355, US, 1, AFQEZDDIRN@dell.com, 3430798351, 1, 4918592069298029, 2012/04, user4367, password, 38, 40000, M
4368, TFZOGE, EKDHOMYBRO, 2948430414 Dell Way, \N, FVJFAZU, IL, 10872, US, 1, EKDHOMYBRO@dell.com, 2948430414, 2, 3465038945432752, 2010/08, user4368, password, 22, 40000, M
4369, AUDEYN, IGCUFDMTJI, 4577508721 Dell Way, \N, DPICJQD, NE, 88416, US, 1, IGCUFDMTJI@dell.com, 4577508721, 1, 5500575966667384, 2010/04, user4369, password, 44, 60000, F
4370, MRBAZH, CUMFGGPOJE, 8896636491 Dell Way, \N, WMNNQCJ, AK, 25536, US, 1, CUMFGGPOJE@dell.com, 8896636491, 3, 5337856768630445, 2009/12, user4370, password, 59, 80000, M
4371, QSPXVJ, JBPPQDZUAM, 1722240671 Dell Way, \N, INCLXCP, RI, 61422, US, 1, JBPPQDZUAM@dell.com, 1722240671, 1, 5606921807397157, 2011/09, user4371, password, 25, 40000, F
4372, REGANI, QDYTCTTOBH, 8561322591 Dell Way, \N, QMETCYI, DE, 95476, US, 1, QDYTCTTOBH@dell.com, 8561322591, 5, 7031457511708141, 2012/02, user4372, password, 26, 80000, F
4373, JRUSHX, QBZJUOLCFY, 8330986957 Dell Way, \N, GZAFHED, CT, 99518, US, 1, QBZJUOLCFY@dell.com, 8330986957, 1, 1780106393620371, 2012/09, user4373, password, 42, 40000, F
4374, DARAQS, AANOLPUJWT, 6770946523 Dell Way, \N, KBAOFEO, AL, 32670, US, 1, AANOLPUJWT@dell.com, 6770946523, 5, 9754494500346484, 2012/04, user4374, password, 44, 20000, F
4375, BCXUDY, IRJYLTUEDW, 6492671491 Dell Way, \N, FSBKGBQ, VA, 12327, US, 1, IRJYLTUEDW@dell.com, 6492671491, 5, 3601285721175373, 2012/12, user4375, password, 58, 20000, F
4376, MUFKCX, UAIOVNRRTK, 2113070921 Dell Way, \N, TDRVUOV, MA, 49636, US, 1, UAIOVNRRTK@dell.com, 2113070921, 2, 4817840889096260, 2011/05, user4376, password, 56, 20000, F
4377, TOHQII, ZWEMOVGYOJ, 1271268439 Dell Way, \N, PKDEFNP, KY, 89388, US, 1, ZWEMOVGYOJ@dell.com, 1271268439, 1, 3372960294131190, 2010/03, user4377, password, 50, 40000, M
4378, TXBCXY, GKMCQLRABB, 8468468270 Dell Way, \N, EFHRVQO, TX, 68132, US, 1, GKMCQLRABB@dell.com, 8468468270, 3, 8405389499850572, 2009/09, user4378, password, 58, 20000, M
4379, PDNNJX, AMNMDNNERT, 6017478677 Dell Way, \N, MJOCYLT, RI, 85684, US, 1, AMNMDNNERT@dell.com, 6017478677, 1, 5829382458701730, 2008/01, user4379, password, 28, 80000, F
4380, QGOOHA, BTEPHJHAVR, 4826240897 Dell Way, \N, PXPBQJX, GA, 47969, US, 1, BTEPHJHAVR@dell.com, 4826240897, 2, 5502450587693602, 2010/01, user4380, password, 68, 40000, F
4381, GTOHVI, LKPUSQPJGN, 3381372619 Dell Way, \N, ZHEIEJT, NJ, 69797, US, 1, LKPUSQPJGN@dell.com, 3381372619, 1, 7172249697148801, 2012/05, user4381, password, 88, 40000, F
4382, NMAVYL, LSDBINIWMQ, 7425439021 Dell Way, \N, AVVJPLA, TX, 66263, US, 1, LSDBINIWMQ@dell.com, 7425439021, 5, 1365303540602326, 2011/01, user4382, password, 34, 20000, M
4383, FALRLE, UNNHWJUMJP, 4623123318 Dell Way, \N, HSETTBJ, MN, 86478, US, 1, UNNHWJUMJP@dell.com, 4623123318, 1, 8857400886714459, 2011/04, user4383, password, 46, 100000, F
4384, VNVAII, NQEWKRGAZZ, 9668059866 Dell Way, \N, FSSGBFC, MO, 40305, US, 1, NQEWKRGAZZ@dell.com, 9668059866, 1, 7025664371903986, 2009/12, user4384, password, 19, 20000, F
4385, VFUETK, JQUAWUAWAS, 7980238910 Dell Way, \N, OGUUIGC, IL, 42356, US, 1, JQUAWUAWAS@dell.com, 7980238910, 4, 3797822922933847, 2011/11, user4385, password, 74, 80000, F
4386, OUVYEL, TEINEENXTU, 6579994422 Dell Way, \N, RNCYPKI, MA, 14155, US, 1, TEINEENXTU@dell.com, 6579994422, 1, 9028271452058108, 2009/10, user4386, password, 87, 100000, M
4387, TWUFPZ, NDDRRBKLTX, 9057075786 Dell Way, \N, OSNYAXA, NJ, 19443, US, 1, NDDRRBKLTX@dell.com, 9057075786, 1, 9314792202319952, 2012/12, user4387, password, 57, 80000, M
4388, IVLHIP, LAHMKTGIHY, 8361555939 Dell Way, \N, WGYUGOX, DC, 62211, US, 1, LAHMKTGIHY@dell.com, 8361555939, 1, 5868919598404319, 2009/08, user4388, password, 46, 80000, F
4389, VZTLKU, SXFMDNTBKA, 7197473748 Dell Way, \N, AFHOCLD, VT, 48991, US, 1, SXFMDNTBKA@dell.com, 7197473748, 2, 1459993590600788, 2008/12, user4389, password, 53, 100000, M
4390, GJIACF, FOITIKEIKJ, 5729163445 Dell Way, \N, PZLBDJM, SD, 65576, US, 1, FOITIKEIKJ@dell.com, 5729163445, 5, 6098735801409931, 2008/10, user4390, password, 53, 40000, F
4391, UHGANU, JGCTKLETBE, 7669817452 Dell Way, \N, FCHOODE, CO, 11594, US, 1, JGCTKLETBE@dell.com, 7669817452, 1, 8419975004624576, 2009/05, user4391, password, 90, 20000, M
4392, GAEAJK, DDVPIPRMUT, 7784895187 Dell Way, \N, UJIXNLY, ID, 59522, US, 1, DDVPIPRMUT@dell.com, 7784895187, 3, 9304761092644186, 2011/07, user4392, password, 60, 100000, M
4393, TAXDEB, ZTJOKWJEQS, 4812192601 Dell Way, \N, NOGYMNN, HI, 99191, US, 1, ZTJOKWJEQS@dell.com, 4812192601, 5, 5475128973834217, 2008/12, user4393, password, 19, 80000, M
4394, YXDZWW, IKHETMVMZJ, 7258893333 Dell Way, \N, SYVFLBF, TX, 12780, US, 1, IKHETMVMZJ@dell.com, 7258893333, 5, 9803678644821048, 2011/08, user4394, password, 86, 80000, F
4395, BQIYYT, FDNRYZRHRP, 2665717193 Dell Way, \N, DXAECWF, SC, 74681, US, 1, FDNRYZRHRP@dell.com, 2665717193, 3, 3804342786315829, 2008/02, user4395, password, 75, 20000, M
4396, DCTWIW, JZUJQBBGEY, 2263118245 Dell Way, \N, GJBCOWV, PA, 42692, US, 1, JZUJQBBGEY@dell.com, 2263118245, 5, 5751441064756364, 2012/01, user4396, password, 40, 20000, F
4397, BYLXIL, RRCTTIYSPH, 5473219555 Dell Way, \N, TSWPNQZ, NV, 54747, US, 1, RRCTTIYSPH@dell.com, 5473219555, 3, 5907644787337632, 2012/08, user4397, password, 68, 100000, M
4398, DTWPLO, SEHBDZQLTI, 9617752919 Dell Way, \N, HJWXINK, TN, 19302, US, 1, SEHBDZQLTI@dell.com, 9617752919, 4, 7751994234975428, 2011/06, user4398, password, 41, 100000, F
4399, FKRTDW, BEZBUKVDSE, 4112704324 Dell Way, \N, ZQNMAIP, WY, 96915, US, 1, BEZBUKVDSE@dell.com, 4112704324, 4, 5096522078849375, 2011/06, user4399, password, 68, 100000, M
4400, JQZGRD, FTYQOCITBY, 9879401487 Dell Way, \N, GOZOEYN, MS, 63234, US, 1, FTYQOCITBY@dell.com, 9879401487, 1, 1283486216329038, 2011/01, user4400, password, 82, 20000, M
4401, WHJAMC, ZDRBLKDKQS, 9444439406 Dell Way, \N, JFWITJX, OR, 58975, US, 1, ZDRBLKDKQS@dell.com, 9444439406, 3, 6299357927870006, 2012/06, user4401, password, 37, 80000, M
4402, QSGTRJ, KSVVWFMOOR, 9339065389 Dell Way, \N, LWKUUDI, OR, 59012, US, 1, KSVVWFMOOR@dell.com, 9339065389, 3, 1054650012869387, 2008/03, user4402, password, 72, 100000, M
4403, ZOPJZI, EUEKGTYYEV, 1278978106 Dell Way, \N, IYQMHJA, HI, 92192, US, 1, EUEKGTYYEV@dell.com, 1278978106, 3, 2317429742310196, 2011/03, user4403, password, 23, 80000, M
4404, RDUZIO, ESVXRUBNCA, 6262903249 Dell Way, \N, EPINQOL, NV, 96741, US, 1, ESVXRUBNCA@dell.com, 6262903249, 3, 2783193317707628, 2011/03, user4404, password, 90, 40000, F
4405, UIRIMK, EJCYLQBMUR, 5606802884 Dell Way, \N, UIHJTYI, KY, 42575, US, 1, EJCYLQBMUR@dell.com, 5606802884, 5, 6174521709326655, 2010/04, user4405, password, 86, 40000, M
4406, QQCAUM, DTXTVKOMEW, 6545313782 Dell Way, \N, TOPRWYB, LA, 94043, US, 1, DTXTVKOMEW@dell.com, 6545313782, 5, 3265802477486432, 2010/02, user4406, password, 82, 20000, M
4407, ZFOLII, JCDTQPYMJM, 3046348909 Dell Way, \N, CAIBBSZ, OH, 62803, US, 1, JCDTQPYMJM@dell.com, 3046348909, 2, 7637464563827962, 2008/05, user4407, password, 55, 20000, M
4408, CNZKXB, NQSDPFMCHN, 5177966810 Dell Way, \N, LJPDIHS, ND, 58781, US, 1, NQSDPFMCHN@dell.com, 5177966810, 4, 9626885112375022, 2012/09, user4408, password, 60, 20000, F
4409, OLDQZU, IDKNPMVDXE, 5925910509 Dell Way, \N, TBNBTBP, HI, 73480, US, 1, IDKNPMVDXE@dell.com, 5925910509, 2, 4956661114469171, 2008/04, user4409, password, 69, 80000, M
4410, WHRQQU, ADKNZOKEHL, 8752063699 Dell Way, \N, RJFSYLK, MO, 68971, US, 1, ADKNZOKEHL@dell.com, 8752063699, 4, 9190159362275154, 2010/04, user4410, password, 62, 60000, M
4411, HBFCCJ, NPJBANJMFT, 7406522901 Dell Way, \N, SXRDIEU, GA, 80281, US, 1, NPJBANJMFT@dell.com, 7406522901, 4, 1759723335970193, 2009/03, user4411, password, 68, 80000, F
4412, XSIHGY, RIZFSLKLDI, 2196207460 Dell Way, \N, CHRGCWB, SC, 65626, US, 1, RIZFSLKLDI@dell.com, 2196207460, 1, 8123059520963580, 2012/09, user4412, password, 19, 80000, F
4413, JBSHSB, HYTSIEWQHD, 6182860269 Dell Way, \N, IOFEPAU, OR, 23499, US, 1, HYTSIEWQHD@dell.com, 6182860269, 3, 9093757777940484, 2011/04, user4413, password, 45, 100000, F
4414, CGBDOZ, WGIBCYIGGX, 5962928367 Dell Way, \N, MLMNFFQ, SC, 79769, US, 1, WGIBCYIGGX@dell.com, 5962928367, 2, 1635621753521263, 2012/05, user4414, password, 47, 20000, M
4415, MEELBK, TCNSLUZIGK, 9023248458 Dell Way, \N, VTQBKLV, WV, 84616, US, 1, TCNSLUZIGK@dell.com, 9023248458, 5, 2685448772273958, 2009/11, user4415, password, 77, 80000, F
4416, ZFDKZF, YSRSRAZCVS, 2670129842 Dell Way, \N, TWDESCZ, NE, 99030, US, 1, YSRSRAZCVS@dell.com, 2670129842, 5, 9131263990886510, 2012/08, user4416, password, 89, 100000, M
4417, CJWIHO, ZAFZZIVSBS, 8422173158 Dell Way, \N, VGKYFZX, ME, 87975, US, 1, ZAFZZIVSBS@dell.com, 8422173158, 3, 5718827590811998, 2012/05, user4417, password, 47, 100000, M
4418, GGBUGB, AGAJBTKTOQ, 5714012707 Dell Way, \N, EMWDKHZ, IA, 73733, US, 1, AGAJBTKTOQ@dell.com, 5714012707, 1, 1861826022621244, 2012/12, user4418, password, 80, 20000, F
